trade_date,platform,symbol,title,summary,post_time,content,url,source_page,fetch_time,is_noise,capture_status,failure_reason,keyword_score,ai_score
2026-06-02,sina_finance,600519.SH,华贵人寿董事长总经理双双空缺，数十亿元募资悬而未决,(06-02) 华贵人寿董事长总经理双双空缺，数十亿元募资悬而未决 | (06-02) 华贵人寿董事长总经理双双空缺，数十亿元募资悬而未决,2026-06-02,(06-02) 华贵人寿董事长总经理双双空缺，数十亿元募资悬而未决,https://finance.sina.com.cn/money/insurance/bxyx/2026-06-02/doc-inhzzcps4882294.shtml,https://finance.sina.com.cn/realstock/company/sh600519/nc.shtml,2026-06-02T18:47:53.241214,False,success,,0.0,0.0
2026-06-02,sina_finance,600519.SH,茅台系寿险公司月内一、二把手齐变：华贵人寿董事长刘刚转..,(06-02) 茅台系寿险公司月内一、二把手齐变：华贵人寿董事长刘刚转.. | (06-02) 茅台系寿险公司月内一、二把手齐变：华贵人寿董事长刘刚转..,2026-06-02,(06-02) 茅台系寿险公司月内一、二把手齐变：华贵人寿董事长刘刚转..,https://finance.sina.com.cn/money/insurance/bxyx/2026-06-02/doc-inhzzcpu1653397.shtml,https://finance.sina.com.cn/realstock/company/sh600519/nc.shtml,2026-06-02T18:47:53.244213,False,success,,0.0,0.0
2026-06-02,sina_finance,600519.SH,茅台微舒露酒破圈走红的市场逻辑是什么？,(06-02) 茅台微舒露酒破圈走红的市场逻辑是什么？ | (06-02) 茅台微舒露酒破圈走红的市场逻辑是什么？,2026-06-02,(06-02) 茅台微舒露酒破圈走红的市场逻辑是什么？,https://finance.sina.com.cn/wm/2026-06-02/doc-inhzzcpu1639195.shtml,https://finance.sina.com.cn/realstock/company/sh600519/nc.shtml,2026-06-02T18:47:53.248361,False,success,,0.0,0.0
2026-06-02,sina_finance,600519.SH,茅台保健酒业称暂停与黔茅策划公司一切合作及经销授权,(06-02) 茅台保健酒业称暂停与黔茅策划公司一切合作及经销授权 | (06-02) 茅台保健酒业称暂停与黔茅策划公司一切合作及经销授权,2026-06-02,(06-02) 茅台保健酒业称暂停与黔茅策划公司一切合作及经销授权,https://finance.sina.com.cn/jjxw/2026-06-02/doc-inhzzcpq3179059.shtml,https://finance.sina.com.cn/realstock/company/sh600519/nc.shtml,2026-06-02T18:47:53.252368,False,success,,0.0,0.0
2026-06-02,sina_finance,600519.SH,18只白酒股下跌 贵州茅台1307.22元/股收盘,(06-02) 18只白酒股下跌 贵州茅台1307.22元/股收盘 | (06-02) 18只白酒股下跌 贵州茅台1307.22元/股收盘,2026-06-02,(06-02) 18只白酒股下跌 贵州茅台1307.22元/股收盘,https://finance.sina.com.cn/jjxw/2026-06-02/doc-inhzzcpq3178965.shtml,https://finance.sina.com.cn/realstock/company/sh600519/nc.shtml,2026-06-02T18:47:53.255873,False,success,,-0.2857142857142857,-0.2857142857142857
2026-06-02,sina_finance,600519.SH,茅台子公司回应“一瓶飞天捆绑4瓶黔茅酒”,(06-02) 茅台子公司回应“一瓶飞天捆绑4瓶黔茅酒” | (06-02) 茅台子公司回应“一瓶飞天捆绑4瓶黔茅酒”,2026-06-02,(06-02) 茅台子公司回应“一瓶飞天捆绑4瓶黔茅酒”,https://finance.sina.com.cn/7x24/2026-06-02/doc-inhzzcpm4485545.shtml,https://finance.sina.com.cn/realstock/company/sh600519/nc.shtml,2026-06-02T18:47:53.258877,False,success,,0.0,0.0
2026-06-02,sina_finance,000001.SZ,红利低波ETF华泰柏瑞（512890）近60日吸金31..,(06-02) 红利低波ETF华泰柏瑞（512890）近60日吸金31.. | (06-02) 红利低波ETF华泰柏瑞（512890）近60日吸金31..,2026-06-02,(06-02) 红利低波ETF华泰柏瑞（512890）近60日吸金31..,https://finance.sina.com.cn/money/fund/original/2026-06-02/doc-inhzzcpi7745215.shtml,https://finance.sina.com.cn/realstock/company/sz000001/nc.shtml,2026-06-02T18:47:57.673591,False,success,,0.0,0.0
2026-06-02,sina_finance,000001.SZ,持股60%仍扩外部助贷，小米消金的生态悖论,(06-02) 持股60%仍扩外部助贷，小米消金的生态悖论 | (06-02) 持股60%仍扩外部助贷，小米消金的生态悖论,2026-06-02,(06-02) 持股60%仍扩外部助贷，小米消金的生态悖论,https://cj.sina.cn/articles/view/7406660583/1b978abe700101j1ia,https://finance.sina.com.cn/realstock/company/sz000001/nc.shtml,2026-06-02T18:47:57.679116,False,success,,0.0,0.0
2026-06-02,sina_finance,000001.SZ,告别“当代系”治理阵痛，天风证券迎来银行业高管邓红,(06-02) 告别“当代系”治理阵痛，天风证券迎来银行业高管邓红 | (06-02) 告别“当代系”治理阵痛，天风证券迎来银行业高管邓红,2026-06-02,(06-02) 告别“当代系”治理阵痛，天风证券迎来银行业高管邓红,https://finance.sina.com.cn/wm/2026-06-02/doc-inhzysxu3309734.shtml,https://finance.sina.com.cn/realstock/company/sz000001/nc.shtml,2026-06-02T18:47:57.684117,False,success,,0.0,0.0
2026-06-02,sina_finance,000001.SZ,华友钴业：发行2026年度第六期超短期融资券10亿元，..,(06-01) 华友钴业：发行2026年度第六期超短期融资券10亿元，.. | (06-01) 华友钴业：发行2026年度第六期超短期融资券10亿元，..,2026-06-01,(06-01) 华友钴业：发行2026年度第六期超短期融资券10亿元，..,https://finance.sina.com.cn/7x24/2026-06-01/doc-inhzxmek3809152.shtml,https://finance.sina.com.cn/realstock/company/sz000001/nc.shtml,2026-06-02T18:47:57.688146,False,success,,0.0,0.0
2026-06-02,sina_finance,000001.SZ,平安百夫长白金卡取消境内快速安检！,(06-01) 平安百夫长白金卡取消境内快速安检！ | (06-01) 平安百夫长白金卡取消境内快速安检！,2026-06-01,(06-01) 平安百夫长白金卡取消境内快速安检！,https://cj.sina.cn/articles/view/5816954579/15ab7aed300101hghc,https://finance.sina.com.cn/realstock/company/sz000001/nc.shtml,2026-06-02T18:47:57.693144,False,success,,0.0,0.0
2026-06-02,sina_finance,000001.SZ,【银行】央行呵护资金面“降价放水”，6月金融股或有绝对..,(06-01) 【银行】央行呵护资金面“降价放水”，6月金融股或有绝对.. | (06-01) 【银行】央行呵护资金面“降价放水”，6月金融股或有绝对..,2026-06-01,(06-01) 【银行】央行呵护资金面“降价放水”，6月金融股或有绝对..,https://finance.sina.com.cn/stock/relnews/cn/2026-06-01/doc-inhzwpyr5317936.shtml,https://finance.sina.com.cn/realstock/company/sz000001/nc.shtml,2026-06-02T18:47:57.697659,False,success,,0.0,0.0
2026-06-02,sina_finance,601318.SH,摩根大通（JPMorgan）对中国平安H股的多头持仓比..,(06-02) 摩根大通（JPMorgan）对中国平安H股的多头持仓比.. | (06-02) 摩根大通（JPMorgan）对中国平安H股的多头持仓比..,2026-06-02,(06-02) 摩根大通（JPMorgan）对中国平安H股的多头持仓比..,https://finance.sina.com.cn/7x24/2026-06-02/doc-inhzzcps4890377.shtml,https://finance.sina.com.cn/realstock/company/sh601318/nc.shtml,2026-06-02T18:48:01.984430,False,success,,0.0,0.0
2026-06-02,sina_finance,601318.SH,花旗集团对中国平安H股的多头持仓比例增至6.06%,(06-02) 花旗集团对中国平安H股的多头持仓比例增至6.06% | (06-02) 花旗集团对中国平安H股的多头持仓比例增至6.06%,2026-06-02,(06-02) 花旗集团对中国平安H股的多头持仓比例增至6.06%,https://finance.sina.com.cn/7x24/2026-06-02/doc-inhzzcpq3224853.shtml,https://finance.sina.com.cn/realstock/company/sh601318/nc.shtml,2026-06-02T18:48:01.987942,False,success,,0.0,0.0
2026-06-02,sina_finance,601318.SH,分红季丨每股派发现金红利人民币1.75元！红利质量（9..,(06-02) 分红季丨每股派发现金红利人民币1.75元！红利质量（9.. | (06-02) 分红季丨每股派发现金红利人民币1.75元！红利质量（9..,2026-06-02,(06-02) 分红季丨每股派发现金红利人民币1.75元！红利质量（9..,https://finance.sina.com.cn/roll/2026-06-02/doc-inhzzcpm4515820.shtml,https://finance.sina.com.cn/realstock/company/sh601318/nc.shtml,2026-06-02T18:48:02.006469,False,success,,0.0,0.0
2026-06-02,sina_finance,601318.SH,平安人寿推出“金越未来年金” 护航孩子人生成长,(06-02) 平安人寿推出“金越未来年金” 护航孩子人生成长 | (06-02) 平安人寿推出“金越未来年金” 护航孩子人生成长,2026-06-02,(06-02) 平安人寿推出“金越未来年金” 护航孩子人生成长,https://finance.sina.com.cn/stock/relnews/hk/2026-06-02/doc-inhzyxft1689317.shtml,https://finance.sina.com.cn/realstock/company/sh601318/nc.shtml,2026-06-02T18:48:02.010470,False,success,,0.0,0.0
2026-06-02,sina_finance,601318.SH,38岁！中国平安最新简历，请查收…,(06-02) 38岁！中国平安最新简历，请查收… | (06-02) 38岁！中国平安最新简历，请查收…,2026-06-02,(06-02) 38岁！中国平安最新简历，请查收…,https://finance.sina.com.cn/roll/2026-06-02/doc-inhzysxv1804142.shtml,https://finance.sina.com.cn/realstock/company/sh601318/nc.shtml,2026-06-02T18:48:02.037998,False,success,,0.0,0.0
2026-06-02,sina_finance,601318.SH,2026年6月百万医疗保险公司：TOP5榜专业评测家庭..,(06-02) 2026年6月百万医疗保险公司：TOP5榜专业评测家庭.. | (06-02) 2026年6月百万医疗保险公司：TOP5榜专业评测家庭..,2026-06-02,(06-02) 2026年6月百万医疗保险公司：TOP5榜专业评测家庭..,https://t.cj.sina.cn/articles/view/5831607587/15b97452300101fl38,https://finance.sina.com.cn/realstock/company/sh601318/nc.shtml,2026-06-02T18:48:02.041998,False,success,,0.0,0.0
