trade_date,platform,symbol,title,summary,post_time,content,url,source_page,fetch_time,is_noise,capture_status,failure_reason,keyword_score,ai_score,score_source
2026-06-03,xueqiu,000001.SZ,"$上证指数(SH 000001 )$ 盘中,从来不浏览新闻面,1年了,想想之前又是财联...","$上证指数(SH 000001 )$ 盘中,从来不浏览新闻面,1年了,想想之前又是财联... | $上证指数(SH 000001 )$ 盘中,从来不浏览新闻面,1年了,想想之前又是财联...",2026-06-03,"$上证指数(SH 000001 )$ 盘中,从来不浏览新闻面,1年了,想想之前又是财联...",http://www.baidu.com/link?url=kNsc17jsveHcqUywQLx6x07-LKtFthz0dPp3mjEQV4a58Xg8zCyGPIb-XHsCY9CA6QXmYqpqSvjz1nFT2wDHiq,https://xueqiu.com/S/SZ000001,2026-06-04T09:55:48.914981,False,success,,0.0,0.0,keyword
2026-06-03,xueqiu,000001.SZ,"$上证指数(SH 000001 )$ 猜到了会涨,没猜到这么快就涨起来了!看来市场...","$上证指数(SH 000001 )$ 猜到了会涨,没猜到这么快就涨起来了!看来市场... | $上证指数(SH 000001 )$ 猜到了会涨,没猜到这么快就涨起来了!看来市场...",2026-06-03,"$上证指数(SH 000001 )$ 猜到了会涨,没猜到这么快就涨起来了!看来市场...",http://www.baidu.com/link?url=kNsc17jsveHcqUywQLx6x07-LKtFthz0dPp3mjEQV4dZLRq5hZ1gGgndoF_0xI_EpsRERVYiduJ39jA85UaANa,https://xueqiu.com/S/SZ000001,2026-06-04T09:55:48.915979,False,success,,0.0,0.0,keyword
2026-06-03,xueqiu,000001.SZ,"$上证指数(SH 000001 )$ 截止发帖,跌幅超2%的个股数量突破1000只,明显...","$上证指数(SH 000001 )$ 截止发帖,跌幅超2%的个股数量突破1000只,明显... | $上证指数(SH 000001 )$ 截止发帖,跌幅超2%的个股数量突破1000只,明显...",2026-06-03,"$上证指数(SH 000001 )$ 截止发帖,跌幅超2%的个股数量突破1000只,明显...",http://www.baidu.com/link?url=kNsc17jsveHcqUywQLx6x07-LKtFthz0dPp3mjEQV4a58Xg8zCyGPIb-XHsCY9CAMiMDdqajqhW76ZBC_GvX2_,https://xueqiu.com/S/SZ000001,2026-06-04T09:55:48.915979,False,success,,0.2857142857142857,0.2857142857142857,keyword
2026-06-03,xueqiu,601318.SH,中国平安( 601318 ) 股票股价,中国平安( 601318 ) 股票股价_股价行情_财报_数据报告 - 雪球 | 中国平安( 601318 ) 股票股价_股价行情_财报_数据报告 - 雪球,2026-06-03,中国平安( 601318 ) 股票股价_股价行情_财报_数据报告 - 雪球,http://www.baidu.com/link?url=wdzndVh6-jMDYpbBx_Z_z0qMKvdqqpCeI-3K_izWcarVgjT0ED3b6OsP4dDHijwr,https://xueqiu.com/S/SH601318,2026-06-04T09:56:01.793774,False,success,,0.0,0.0,keyword
2026-06-03,xueqiu,601318.SH,"中国平安( 601318 )股票股价,行情,新闻,财报,数据 - 雪球","中国平安( 601318 )股票股价,行情,新闻,财报,数据 - 雪球 | 中国平安( 601318 )股票股价,行情,新闻,财报,数据 - 雪球",2026-06-03,"中国平安( 601318 )股票股价,行情,新闻,财报,数据 - 雪球",http://www.baidu.com/link?url=wdzndVh6-jMDYpbBx_Z_z0qMKvdqqpCeI-3K_izWcaqsxzkaGhQ_OZKLejU5hO7x,https://xueqiu.com/S/SH601318,2026-06-04T09:56:01.793774,False,success,,0.0,0.0,keyword
2026-06-03,xueqiu,601318.SH,中国平安 ( 601318 )财报分析报告> 分析日期:2026-05-24 | 数据区间...,中国平安 ( 601318 )财报分析报告> 分析日期:2026-05-24 | 数据区间... | 中国平安 ( 601318 )财报分析报告> 分析日期:2026-05-24 | 数据区间...,2026-26-05,中国平安 ( 601318 )财报分析报告> 分析日期:2026-05-24 | 数据区间...,http://www.baidu.com/link?url=ZoYfA7Zd6O9Lfr2w5Jqyy3PnV-EJLWVafhzZCJOV6fv0MVJVAtgywcwUF-ooU1LWm4PislMd-PkqHqzjIn14Tq,https://xueqiu.com/S/SH601318,2026-06-04T09:56:01.794775,False,success,,0.0,0.0,keyword
2026-06-03,xueqiu,601318.SH,中国平安( 601318 .SH/02318.HK)深度估值报告:价值洼地中的金融龙头 一...,中国平安( 601318 .SH/02318.HK)深度估值报告:价值洼地中的金融龙头 一... | 中国平安( 601318 .SH/02318.HK)深度估值报告:价值洼地中的金融龙头 一...,2026-06-03,中国平安( 601318 .SH/02318.HK)深度估值报告:价值洼地中的金融龙头 一...,http://www.baidu.com/link?url=ZoYfA7Zd6O9Lfr2w5Jqyy3PnV-EJLWVafhzZCJOV6fvyEOdUNYvYMT649x-d0uyR7h_PIm7TKsg8baI1Ge6AEq,https://xueqiu.com/S/SH601318,2026-06-04T09:56:01.794775,False,success,,0.0,0.0,keyword
2026-06-03,xueqiu,601318.SH,中国平安( 601318 )的基本面分析 一、 公司简介中国平安保险(集团...,中国平安( 601318 )的基本面分析 一、 公司简介中国平安保险(集团... | 中国平安( 601318 )的基本面分析 一、 公司简介中国平安保险(集团...,2026-06-03,中国平安( 601318 )的基本面分析 一、 公司简介中国平安保险(集团...,http://www.baidu.com/link?url=ZoYfA7Zd6O9Lfr2w5Jqyy3PnV-EJLWVafhzZCJOV6fwXX_6fBDeDpr6MgEBGu-mVzCJHvoPiPXrVNRxLSSiR__,https://xueqiu.com/S/SH601318,2026-06-04T09:56:01.795775,False,success,,0.0,0.0,keyword
2026-06-03,xueqiu,601318.SH,中国平安(02318) 股票股价,中国平安(02318) 股票股价_股价行情_财报_数据报告 - 雪球 | 中国平安(02318) 股票股价_股价行情_财报_数据报告 - 雪球,2026-06-03,中国平安(02318) 股票股价_股价行情_财报_数据报告 - 雪球,http://www.baidu.com/link?url=Yx_RXlM2YU5vPUwO72fR1ZhRp53dc6fz2_jNamt2cGt_f6JnuixH30UaJFT_fktU,https://xueqiu.com/S/SH601318,2026-06-04T09:56:01.795775,False,success,,0.0,0.0,keyword
2026-06-03,xueqiu,601318.SH,undefined(undefined) 股票股价,undefined(undefined) 股票股价_股价行情_财报_数据报告 - 雪球 | undefined(undefined) 股票股价_股价行情_财报_数据报告 - 雪球,2026-06-03,undefined(undefined) 股票股价_股价行情_财报_数据报告 - 雪球,http://www.baidu.com/link?url=LgOPUPDxMrZt7tgc56YefZ26KI9QnF8WisH-b8VGEB7Yj6OL-KDVSY6PisKG1uiH,https://xueqiu.com/S/SH601318,2026-06-04T09:56:01.796776,False,success,,0.0,0.0,keyword
